Country,Year,Production,Exports,Domestic_consumption,Gross_opening_stocks,Imports,Re_exports,Price_retail,Consumption,Coffee_type,Price_grower,Country_code,Latitude,Longitude,Exports (tonnes),Domestic Consumption (tonnes),Production (tonnes),Price to Grower ($)
Trinidad & Tobago,1995,17.629,4.0599984,14.0,0.0,,,,,Robustas,63.8905,,,,243.59990399999998,840.0,1057.74,0.6389050000000001
Uganda,1995,3243.584,3079.261,80.0,2520.0,,,,,Other Milds,68.259,UG,1.373333,32.290275,184755.66,4800.0,194615.03999999998,0.68259
Uganda,1995,3243.584,3079.261,80.0,2520.0,,,,,Robustas,59.7927,UG,1.373333,32.290275,184755.66,4800.0,194615.03999999998,0.597927
Venezuela,1995,1466.554,96.7520001,962.46,250.0,,,,,Other Milds,,VE,6.42375,-66.58973,5805.120006,57747.600000000006,87993.24,
Viet Nam,1995,3970.086,3546.405,281.845,158.0,,,,,Brazilan Naturals,,,,,212784.30000000002,16910.7,238205.15999999997,
Viet Nam,1995,3970.086,3546.405,281.845,158.0,,,,,Robustas,95.1844,,,,212784.30000000002,16910.7,238205.15999999997,0.9518439999999999
Angola,1996,70.925,51.831,20.0,140.0,,,,,Brazilan Naturals,,AO,-11.202692,17.873887,3109.86,1200.0,4255.5,
Angola,1996,70.925,51.831,20.0,140.0,,,,,Robustas,,AO,-11.202692,17.873887,3109.86,1200.0,4255.5,
Bolivia (Plurinational State of),1996,124.579,123.4450001,31.5,14.0,,,,,Other Milds,57.1799,,,,7406.700006,1890.0,7474.74,0.5717990000000001
Brazil,1996,29196.743,15250.6090018,11000.0,26361.0,,,,,Brazilan Naturals,96.3456,BR,-14.235004,-51.92528,915036.5401079999,660000.0,1751804.5799999998,0.9634560000000001
Brazil,1996,29196.743,15250.6090018,11000.0,26361.0,,,,,Robustas,69.7791,BR,-14.235004,-51.92528,915036.5401079999,660000.0,1751804.5799999998,0.697791
Burundi,1996,400.969,224.076,2.0,88.5,,,,,Other Milds,51.9721,BI,-3.3730559999999996,29.918885999999997,13444.56,120.0,24058.14,0.519721
Burundi,1996,400.969,224.076,2.0,88.5,,,,,Robustas,40.4503,BI,-3.3730559999999996,29.918885999999997,13444.56,120.0,24058.14,0.404503
Ecuador,1996,1992.914,1539.4110001,300.0,200.0,,,,,Other Milds,141.1327,EC,-1.831239,-78.183406,92364.66000599999,18000.0,119574.84,1.411327
Ecuador,1996,1992.914,1539.4110001,300.0,200.0,,,,,Robustas,97.5143,EC,-1.831239,-78.183406,92364.66000599999,18000.0,119574.84,0.9751430000000001
Indonesia,1996,8220.584,6440.28,1486.0,166.667,,,,,Brazilan Naturals,,ID,-0.789275,113.921327,386416.8,89160.0,493235.04000000004,
Indonesia,1996,8220.584,6440.28,1486.0,166.667,,,,,Robustas,58.3501,ID,-0.789275,113.921327,386416.8,89160.0,493235.04000000004,0.5835009999999999
Madagascar,1996,849.008,718.0490001,167.0,2.033,,,,,Other Milds,94.7194,MG,-18.766947,46.869107,43082.940006,10020.0,50940.48,0.947194
Madagascar,1996,849.008,718.0490001,167.0,2.033,,,,,Robustas,61.0601,MG,-18.766947,46.869107,43082.940006,10020.0,50940.48,0.610601
Malawi,1996,48.65,60.151,2.0,13.0,,,,,Other Milds,95.6576,MW,-13.254307999999998,34.301525,3609.0600000000004,120.0,2919.0,0.956576
Papua New Guinea,1996,1089.348,1090.0759997,2.0,40.0,,,,,Other Milds,95.0217,PG,-6.314993,143.95555,65404.559982,120.0,65360.88,0.950217
Papua New Guinea,1996,1089.348,1090.0759997,2.0,40.0,,,,,Robustas,63.7485,PG,-6.314993,143.95555,65404.559982,120.0,65360.88,0.637485
Peru,1996,1805.861,1679.374,200.0,0.0,,,,,Other Milds,77.7005,PE,-9.189967,-75.015152,100762.44,12000.0,108351.66,0.7770050000000001
Rwanda,1996,293.003,265.306,1.0,10.679,,,,,Other Milds,55.4431,RW,-1.940278,29.873888,15918.359999999999,60.0,17580.18,0.554431
Zimbabwe,1996,174.393,150.362,4.0,9.594,,,,,Other Milds,,ZW,-19.015438,29.154857,9021.72,240.0,10463.58,
Congo,1996,13.86,12.634,3.0,0.0,,,,,Robustas,14.1896,,,,758.04,180.0,831.5999999999999,0.141896
Cuba,1996,365.865,112.1710001,189.0,84.1,,,,,Other Milds,188.5711,CU,21.521757,-77.78116700000001,6730.260006,11340.0,21951.9,1.885711
Dominican Republic,1996,518.848,452.7040004,325.0,180.0,,,,,Other Milds,87.671,DO,18.735693,-70.162651,27162.240024,19500.0,31130.879999999997,0.8767100000000001
Haiti,1996,428.387,156.468,330.0,39.236,,,,,Other Milds,28.1373,HT,18.971187,-72.28521500000001,9388.08,19800.0,25703.22,0.281373
Philippines,1996,889.819,27.0319997,831.0,1117.0,,,,,Brazilan Naturals,76.3125,PH,12.879721,121.774017,1621.919982,49860.0,53389.14,0.763125
Philippines,1996,889.819,27.0319997,831.0,1117.0,,,,,Robustas,68.9094,PH,12.879721,121.774017,1621.919982,49860.0,53389.14,0.6890940000000001
Tanzania,1996,763.94,969.6369995,16.6,35.4,,,,,Colombian Milds,62.5345,TZ,-6.369028,34.888822,58178.21997,996.0000000000001,45836.4,0.625345
Tanzania,1996,763.94,969.6369995,16.6,35.4,,,,,Robustas,32.2006,TZ,-6.369028,34.888822,58178.21997,996.0000000000001,45836.4,0.322006
Zambia,1996,33.025,35.824,1.0,0.0,,,,,Other Milds,81.4654,ZM,-13.133897,27.849332,2149.44,60.0,1981.5,0.814654
Cameroon,1996,1432.189,563.549,100.0,175.0,,,,,Other Milds,80.9459,CM,7.369722,12.354722,33812.94,6000.0,85931.34000000001,0.8094589999999999
Cameroon,1996,1432.189,563.549,100.0,175.0,,,,,Robustas,51.0193,CM,7.369722,12.354722,33812.94,6000.0,85931.34000000001,0.510193
Central African Republic,1996,207.831,98.328,10.0,9.0,,,,,Robustas,45.0685,CF,6.611111,20.939444,5899.68,600.0,12469.859999999999,0.450685
Colombia,1996,10778.85,10588.4309984,1343.0,5468.495,,,,,Colombian Milds,93.5556,CO,4.570868,-74.297333,635305.859904,80580.0,646731.0,0.9355559999999999
Costa Rica,1996,2221.915,2430.1340004,375.0,297.0,,,,,Other Milds,92.7809,CR,9.748917,-83.753428,145808.040024,22500.0,133314.9,0.927809
Côte d'Ivoire,1996,4858.592,2750.6029989,50.0,469.0,,,,,Robustas,57.6963,CI,7.539989,-5.54708,165036.17993399999,3000.0,291515.51999999996,0.576963
Democratic Republic of Congo,1996,794.577,881.561,200.0,84.57,,,,,Other Milds,68.0387,,,,52893.66,12000.0,47674.62,0.6803870000000001
Democratic Republic of Congo,1996,794.577,881.561,200.0,84.57,,,,,Robustas,32.8854,,,,52893.66,12000.0,47674.62,0.328854
El Salvador,1996,2533.568,2314.1469997,230.0,663.044,,,,,Other Milds,75.0201,SV,13.794185,-88.89653,138848.819982,13800.0,152014.08000000002,0.750201
Ethiopia,1996,3407.442,1838.231,1637.0,4018.0,,,,,Brazilan Naturals,67.7365,ET,9.145,40.489673,110293.86,98220.0,204446.52,0.6773650000000001
Gabon,1996,1.279,1.681,0.833,0.992,,,,,Robustas,39.9081,GA,-0.803689,11.609444,100.86,49.98,76.74,0.39908099999999996
Ghana,1996,32.425,4.359,3.0,36.0,,,,,Robustas,,GH,7.946527000000001,-1.0231940000000002,261.54,180.0,1945.4999999999998,
Guatemala,1996,4524.556,3978.998,300.0,131.661,,,,,Other Milds,83.7674,GT,15.783471,-90.230759,238739.88,18000.0,271473.36,0.8376739999999999
Guinea,1996,147.638,32.43,50.0,12.0,,,,,Robustas,,GN,9.945587,-9.696645,1945.8,3000.0,8858.28,
Honduras,1996,2004.388,2059.76,167.924,23.0,,,,,Other Milds,67.6608,HN,15.199998999999998,-86.241905,123585.6,10075.44,120263.28,0.676608
India,1996,3417.121,3103.1759998,838.0,917.0,,,,,Other Milds,78.3183,IN,20.593684,78.96288,186190.55998800002,50280.0,205027.26,0.783183
India,1996,3417.121,3103.1759998,838.0,917.0,,,,,Robustas,56.6737,IN,20.593684,78.96288,186190.55998800002,50280.0,205027.26,0.5667369999999999
Jamaica,1996,53.864,27.2850003,18.0,15.0,,,,,Other Milds,332.1091,JM,18.109581,-77.297508,1637.100018,1080.0,3231.8399999999997,3.321091
Kenya,1996,1246.753,1901.584,50.0,295.574,,,,,Colombian Milds,110.036,KE,-0.023559,37.906193,114095.04000000001,3000.0,74805.18,1.10036
Liberia,1996,5.0,0.0,5.0,0.0,,,,,Robustas,,LR,6.4280550000000005,-9.429499,0.0,300.0,300.0,
Mexico,1996,5109.551,4633.4970009,1235.0,524.0,,,,,Other Milds,123.4396,MX,23.634501,-102.552784,278009.820054,74100.0,306573.06,1.234396
Nicaragua,1996,793.305,822.3559998,95.37,16.374,,,,,Other Milds,,NI,12.865416,-85.207229,49341.359988,5722.200000000001,47598.299999999996,
Nigeria,1996,45.975,6.9240001,40.0,0.0,,,,,Robustas,,NG,9.081999,8.675277000000001,415.440006,2400.0,2758.5,
Panama,1996,210.742,138.598,76.667,31.353,,,,,Other Milds,100.9089,PA,8.537981,-80.782127,8315.880000000001,4600.02,12644.519999999999,1.0090890000000001
Sierra Leone,1996,40.91,28.512,8.0,0.0,,,,,Robustas,,SL,8.460555000000001,-11.779889,1710.72,480.0,2454.6,
Sri Lanka,1996,36.999,11.536,20.0,4.0,,,,,Other Milds,,LK,7.873054,80.77179699999999,692.16,1200.0,2219.94,
Sri Lanka,1996,36.999,11.536,20.0,4.0,,,,,Robustas,,LK,7.873054,80.77179699999999,692.16,1200.0,2219.94,
Thailand,1996,1403.581,872.6859998,333.0,87.133,,,,,Brazilan Naturals,,TH,15.870032,100.992541,52361.159988,19980.0,84214.86,
Thailand,1996,1403.581,872.6859998,333.0,87.133,,,,,Robustas,43.3532,TH,15.870032,100.992541,52361.159988,19980.0,84214.86,0.43353200000000003
Togo,1996,290.586,85.49,1.0,0.533,,,,,Robustas,62.5798,TG,8.619543,0.824782,5129.4,60.0,17435.16,0.625798
Trinidad & Tobago,1996,18.188,3.7569977,14.0,0.0,,,,,Robustas,63.2496,,,,225.419862,840.0,1091.28,0.6324960000000001
Uganda,1996,3418.724,4654.503,80.0,1470.0,,,,,Other Milds,52.9977,UG,1.373333,32.290275,279270.18,4800.0,205123.44,0.529977
Uganda,1996,3418.724,4654.503,80.0,1470.0,,,,,Robustas,37.4363,UG,1.373333,32.290275,279270.18,4800.0,205123.44,0.374363
Venezuela,1996,1206.162,494.5670001,1003.18,300.0,,,,,Other Milds,,VE,6.42375,-66.58973,29674.020006,60190.799999999996,72369.72,
Viet Nam,1996,5752.481,3779.415,297.516,167.0,,,,,Brazilan Naturals,,,,,226764.9,17850.960000000003,345148.86,
Viet Nam,1996,5752.481,3779.415,297.516,167.0,,,,,Robustas,57.4154,,,,226764.9,17850.960000000003,345148.86,0.5741539999999999
Angola,1997,64.33,50.494,40.0,140.0,,,,,Brazilan Naturals,,AO,-11.202692,17.873887,3029.64,2400.0,3859.7999999999997,
Angola,1997,64.33,50.494,40.0,140.0,,,,,Robustas,,AO,-11.202692,17.873887,3029.64,2400.0,3859.7999999999997,
Bolivia (Plurinational State of),1997,140.719,110.9550001,32.5,2.0,,,,,Other Milds,100.0689,,,,6657.300006,1950.0,8443.14,1.000689
Brazil,1997,26148.004,16801.2600051,11500.0,27298.0,,,,,Brazilan Naturals,145.4095,BR,-14.235004,-51.92528,1008075.6003060001,690000.0,1568880.24,1.4540950000000001
Brazil,1997,26148.004,16801.2600051,11500.0,27298.0,,,,,Robustas,77.8558,BR,-14.235004,-51.92528,1008075.6003060001,690000.0,1568880.24,0.778558
Burundi,1997,249.785,528.764,2.0,301.833,,,,,Other Milds,52.7855,BI,-3.3730559999999996,29.918885999999997,31725.84,120.0,14987.1,0.527855
Burundi,1997,249.785,528.764,2.0,301.833,,,,,Robustas,40.1863,BI,-3.3730559999999996,29.918885999999997,31725.84,120.0,14987.1,0.401863
Ecuador,1997,1190.663,1044.9809993,300.0,380.0,,,,,Other Milds,167.9155,EC,-1.831239,-78.183406,62698.859957999994,18000.0,71439.78,1.6791550000000002
Ecuador,1997,1190.663,1044.9809993,300.0,380.0,,,,,Robustas,61.193,EC,-1.831239,-78.183406,62698.859957999994,18000.0,71439.78,0.61193
Indonesia,1997,7620.778,5755.0779999,1532.0,128.784,,,,,Brazilan Naturals,112.2585,ID,-0.789275,113.921327,345304.679994,91920.0,457246.68,1.122585
Indonesia,1997,7620.778,5755.0779999,1532.0,128.784,,,,,Robustas,58.434,ID,-0.789275,113.921327,345304.679994,91920.0,457246.68,0.58434
Madagascar,1997,623.804,480.233,167.0,16.667,,,,,Other Milds,58.7447,MG,-18.766947,46.869107,28813.98,10020.0,37428.24,0.587447
Madagascar,1997,623.804,480.233,167.0,16.667,,,,,Robustas,49.4841,MG,-18.766947,46.869107,28813.98,10020.0,37428.24,0.494841
Malawi,1997,60.82,60.17,2.0,2.0,,,,,Other Milds,108.7488,MW,-13.254307999999998,34.301525,3610.2000000000003,120.0,3649.2,1.087488
Papua New Guinea,1997,1074.021,1043.4369999,2.0,45.0,,,,,Other Milds,153.7373,PG,-6.314993,143.95555,62606.219994,120.0,64441.259999999995,1.537373
Papua New Guinea,1997,1074.021,1043.4369999,2.0,45.0,,,,,Robustas,75.4338,PG,-6.314993,143.95555,62606.219994,120.0,64441.259999999995,0.7543380000000001
Peru,1997,1929.959,1647.733,200.0,78.0,,,,,Other Milds,105.2832,PE,-9.189967,-75.015152,98863.98,12000.0,115797.54000000001,1.052832
Rwanda,1997,193.422,217.949,3.0,15.127,,,,,Other Milds,56.4162,RW,-1.940278,29.873888,13076.94,180.0,11605.32,0.564162
Zimbabwe,1997,130.193,109.008,4.0,0.0,,,,,Other Milds,,ZW,-19.015438,29.154857,6540.48,240.0,7811.580000000001,
Congo,1997,3.27,2.67,3.0,0.0,,,,,Robustas,,,,,160.2,180.0,196.2,
Cuba,1997,300.021,106.6630001,195.0,147.4,,,,,Other Milds,188.5711,CU,21.521757,-77.78116700000001,6399.780006,11700.0,18001.260000000002,1.885711
Dominican Republic,1997,941.242,306.9770001,325.0,34.0,,,,,Other Milds,166.4135,DO,18.735693,-70.162651,18418.620006,19500.0,56474.52,1.664135
Haiti,1997,431.818,100.776,330.0,25.0,,,,,Other Milds,29.3734,HT,18.971187,-72.28521500000001,6046.5599999999995,19800.0,25909.079999999998,0.293734
Philippines,1997,935.472,30.9289995,853.0,1148.0,,,,,Brazilan Naturals,79.7375,PH,12.879721,121.774017,1855.73997,51180.0,56128.32,0.797375
Philippines,1997,935.472,30.9289995,853.0,1148.0,,,,,Robustas,72.9149,PH,12.879721,121.774017,1855.73997,51180.0,56128.32,0.729149
Tanzania,1997,623.78,655.1669989,17.0,15.0,,,,,Colombian Milds,118.5236,TZ,-6.369028,34.888822,39310.019933999996,1020.0,37426.799999999996,1.185236
Tanzania,1997,623.78,655.1669989,17.0,15.0,,,,,Robustas,92.4844,TZ,-6.369028,34.888822,39310.019933999996,1020.0,37426.799999999996,0.9248439999999999
Zambia,1997,38.462,38.89,0.6,0.0,,,,,Other Milds,121.892,ZM,-13.133897,27.849332,2333.4,36.0,2307.7200000000003,1.21892
Cameroon,1997,888.942,1368.03,100.0,131.484,,,,,Other Milds,43.6415,CM,7.369722,12.354722,82081.8,6000.0,53336.520000000004,0.436415
Cameroon,1997,888.942,1368.03,100.0,131.484,,,,,Robustas,38.9016,CM,7.369722,12.354722,82081.8,6000.0,53336.520000000004,0.38901600000000003
Central African Republic,1997,114.354,202.778,10.0,5.886,,,,,Robustas,38.3562,CF,6.611111,20.939444,12166.68,600.0,6861.24,0.383562
Colombia,1997,12122.496,10918.8630016,1328.0,3728.282,,,,,Colombian Milds,133.1672,CO,4.570868,-74.297333,655131.7800960001,79680.0,727349.76,1.3316720000000002
Costa Rica,1997,2616.6,2099.2390003,375.0,79.0,,,,,Other Milds,98.2583,CR,9.748917,-83.753428,125954.340018,22500.0,156996.0,0.9825830000000001
Côte d'Ivoire,1997,4164.004,4712.9820006,50.0,1372.5,,,,,Robustas,39.2871,CI,7.539989,-5.54708,282778.920036,3000.0,249840.24,0.392871
Democratic Republic of Congo,1997,811.217,544.253,200.0,87.317,,,,,Other Milds,85.0486,,,,32655.180000000004,12000.0,48673.02,0.850486
Democratic Republic of Congo,1997,811.217,544.253,200.0,87.317,,,,,Robustas,45.3592,,,,32655.180000000004,12000.0,48673.02,0.453592
El Salvador,1997,2174.809,2772.1260003,191.667,129.068,,,,,Other Milds,125.1436,SV,13.794185,-88.89653,166327.56001800002,11500.02,130488.54000000001,1.251436
Ethiopia,1997,3056.864,1979.733,1724.0,3935.0,,,,,Brazilan Naturals,91.0557,ET,9.145,40.489673,118783.98,103440.0,183411.84,0.9105570000000001
Gabon,1997,2.668,0.0,0.8,0.733,,,,,Robustas,37.9027,GA,-0.803689,11.609444,0.0,48.0,160.08,0.379027
Ghana,1997,27.275,29.669,3.0,37.225,,,,,Robustas,,GH,7.946527000000001,-1.0231940000000002,1780.14,180.0,1636.5,
Guatemala,1997,4219.373,4243.8820002,300.0,132.0,,,,,Other Milds,97.2509,GT,15.783471,-90.230759,254632.92001200002,18000.0,253162.37999999998,0.9725090000000001
Guinea,1997,171.711,114.344,50.0,6.0,,,,,Robustas,,GN,9.945587,-9.696645,6860.639999999999,3000.0,10302.66,
Honduras,1997,2564.405,1722.482,161.0,33.998,,,,,Other Milds,116.8815,HN,15.199998999999998,-86.241905,103348.92,9660.0,153864.30000000002,1.168815
India,1997,4108.756,2640.1110013,839.0,1020.0,,,,,Other Milds,130.1785,IN,20.593684,78.96288,158406.66007800002,50340.0,246525.36000000002,1.3017850000000002
India,1997,4108.756,2640.1110013,839.0,1020.0,,,,,Robustas,76.3016,IN,20.593684,78.96288,158406.66007800002,50340.0,246525.36000000002,0.7630159999999999
Jamaica,1997,47.025,29.6820001,20.0,23.588,,,,,Other Milds,286.7807,JM,18.109581,-77.297508,1780.920006,1200.0,2821.5,2.8678070000000004
Kenya,1997,881.965,1159.095,50.0,103.0,,,,,Colombian Milds,183.9967,KE,-0.023559,37.906193,69545.7,3000.0,52917.9,1.8399670000000001
Liberia,1997,5.0,0.0,5.0,0.0,,,,,Robustas,,LR,6.4280550000000005,-9.429499,0.0,300.0,300.0,
Mexico,1997,4801.561,4502.4240011,1201.0,208.0,,,,,Other Milds,136.1169,MX,23.634501,-102.552784,270145.440066,72060.0,288093.66,1.3611689999999999
Nicaragua,1997,1083.523,714.0030004,123.0,12.398,,,,,Other Milds,,NI,12.865416,-85.207229,42840.180024,7380.0,65011.38,
Nigeria,1997,44.667,6.905,40.0,0.0,,,,,Robustas,,NG,9.081999,8.675277000000001,414.3,2400.0,2680.02,
Panama,1997,217.469,124.107,80.615,47.0,,,,,Other Milds,126.547,PA,8.537981,-80.782127,7446.42,4836.9,13048.14,1.2654699999999999
Sierra Leone,1997,49.679,46.9430001,5.0,0.0,,,,,Robustas,,SL,8.460555000000001,-11.779889,2816.580006,300.0,2980.7400000000002,
Sri Lanka,1997,57.584,21.136,20.0,1.0,,,,,Other Milds,,LK,7.873054,80.77179699999999,1268.1599999999999,1200.0,3455.04,
Sri Lanka,1997,57.584,21.136,20.0,1.0,,,,,Robustas,,LK,7.873054,80.77179699999999,1268.1599999999999,1200.0,3455.04,
Thailand,1997,1293.076,1066.2299995,390.0,54.3,,,,,Brazilan Naturals,,TH,15.870032,100.992541,63973.79997000001,23400.0,77584.56,
Thailand,1997,1293.076,1066.2299995,390.0,54.3,,,,,Robustas,21.85,TH,15.870032,100.992541,63973.79997000001,23400.0,77584.56,0.21850000000000003
Togo,1997,221.078,313.137,1.0,0.0,,,,,Robustas,44.8863,TG,8.619543,0.824782,18788.22,60.0,13264.68,0.448863
Trinidad & Tobago,1997,19.392,3.9519988,14.0,0.0,,,,,Robustas,60.6263,,,,237.11992800000002,840.0,1163.52,0.606263
Uganda,1997,3439.868,3501.942,101.19,571.71,,,,,Other Milds,80.314,UG,1.373333,32.290275,210116.52,6071.4,206392.08,0.80314
Uganda,1997,3439.868,3501.942,101.19,571.71,,,,,Robustas,41.6871,UG,1.373333,32.290275,210116.52,6071.4,206392.08,0.416871
Venezuela,1997,951.285,104.5369998,1045.61,319.0,,,,,Other Milds,,VE,6.42375,-66.58973,6272.219988,62736.59999999999,57077.1,
Viet Nam,1997,6978.942,6177.8340002,314.058,200.0,,,,,Brazilan Naturals,,,,,370670.040012,18843.48,418736.52,
Viet Nam,1997,6978.942,6177.8340002,314.058,200.0,,,,,Robustas,56.1426,,,,370670.040012,18843.48,418736.52,0.561426
Angola,1998,85.344,53.929,30.0,110.0,,,,,Brazilan Naturals,,AO,-11.202692,17.873887,3235.7400000000002,1800.0,5120.639999999999,
Angola,1998,85.344,53.929,30.0,110.0,,,,,Robustas,,AO,-11.202692,17.873887,3235.7400000000002,1800.0,5120.639999999999,
Bolivia (Plurinational State of),1998,137.985,97.0389999,33.0,1.0,,,,,Other Milds,131.0938,,,,5822.339994,1980.0,8279.1,1.310938
Brazil,1998,36760.8533,18144.3883339,12200.0,26594.0,,,,,Brazilan Naturals,105.2491,BR,-14.235004,-51.92528,1088663.3000339998,732000.0,2205651.1980000003,1.052491
Brazil,1998,36760.8533,18144.3883339,12200.0,26594.0,,,,,Robustas,77.7473,BR,-14.235004,-51.92528,1088663.3000339998,732000.0,2205651.1980000003,0.777473
Burundi,1998,491.992,373.841,2.0,3.584,,,,,Other Milds,52.2187,BI,-3.3730559999999996,29.918885999999997,22430.46,120.0,29519.52,0.522187
Burundi,1998,491.992,373.841,2.0,3.584,,,,,Robustas,35.3567,BI,-3.3730559999999996,29.918885999999997,22430.46,120.0,29519.52,0.35356699999999996
Ecuador,1998,1205.968,1056.4159999,300.0,160.0,,,,,Other Milds,110.5961,EC,-1.831239,-78.183406,63384.959994000004,18000.0,72358.08,1.105961
Ecuador,1998,1205.968,1056.4159999,300.0,160.0,,,,,Robustas,66.6301,EC,-1.831239,-78.183406,63384.959994000004,18000.0,72358.08,0.666301
Indonesia,1998,7295.955,5598.0319992,1578.0,709.035,,,,,Brazilan Naturals,99.4085,ID,-0.789275,113.921327,335881.919952,94680.0,437757.3,0.994085
Indonesia,1998,7295.955,5598.0319992,1578.0,709.035,,,,,Robustas,59.3709,ID,-0.789275,113.921327,335881.919952,94680.0,437757.3,0.593709
Madagascar,1998,991.799,796.116,167.0,40.0,,,,,Other Milds,50.3483,MG,-18.766947,46.869107,47766.96,10020.0,59507.94,0.503483
Madagascar,1998,991.799,796.116,167.0,40.0,,,,,Robustas,48.2505,MG,-18.766947,46.869107,47766.96,10020.0,59507.94,0.482505
Malawi,1998,64.321,58.6,2.0,3.0,,,,,Other Milds,101.5223,MW,-13.254307999999998,34.301525,3516.0,120.0,3859.2599999999998,1.015223
Papua New Guinea,1998,1352.149,1348.9680002,1.0,38.3,,,,,Other Milds,104.8459,PG,-6.314993,143.95555,80938.080012,60.0,81128.93999999999,1.048459
Papua New Guinea,1998,1352.149,1348.9680002,1.0,38.3,,,,,Robustas,59.1507,PG,-6.314993,143.95555,80938.080012,60.0,81128.93999999999,0.591507
Peru,1998,2102.298,1949.254,200.0,98.0,,,,,Other Milds,75.4309,PE,-9.189967,-75.015152,116955.23999999999,12000.0,126137.87999999999,0.7543089999999999
Rwanda,1998,222.637,214.272,3.0,1.89,,,,,Other Milds,55.6524,RW,-1.940278,29.873888,12856.32,180.0,13358.22,0.556524
Zimbabwe,1998,149.45,153.268,4.0,0.0,,,,,Other Milds,,ZW,-19.015438,29.154857,9196.08,240.0,8967.0,
Congo,1998,3.0,0.0,3.0,0.0,,,,,Robustas,,,,,0.0,180.0,180.0,
Cuba,1998,279.953,151.941,200.0,140.2,,,,,Other Milds,188.5711,CU,21.521757,-77.78116700000001,9116.460000000001,12000.0,16797.18,1.885711
Dominican Republic,1998,486.592,359.5050006,325.0,245.0,,,,,Other Milds,95.2485,DO,18.735693,-70.162651,21570.300036,19500.0,29195.52,0.952485
Haiti,1998,439.247,127.306,330.0,22.0,,,,,Other Milds,30.9468,HT,18.971187,-72.28521500000001,7638.36,19800.0,26354.82,0.309468
Philippines,1998,676.729,21.0029996,810.0,1193.0,,,,,Brazilan Naturals,81.8728,PH,12.879721,121.774017,1260.179976,48600.0,40603.740000000005,0.818728
Philippines,1998,676.729,21.0029996,810.0,1193.0,,,,,Robustas,76.6635,PH,12.879721,121.774017,1260.179976,48600.0,40603.740000000005,0.766635
Tanzania,1998,739.312,742.3049999,17.0,15.711,,,,,Colombian Milds,90.7025,TZ,-6.369028,34.888822,44538.299994,1020.0,44358.72,0.907025
Tanzania,1998,739.312,742.3049999,17.0,15.711,,,,,Robustas,28.1884,TZ,-6.369028,34.888822,44538.299994,1020.0,44358.72,0.281884
Zambia,1998,61.686,33.308,0.6,0.0,,,,,Other Milds,130.8328,ZM,-13.133897,27.849332,1998.48,36.0,3701.16,1.308328
Cameroon,1998,1113.94,745.718,100.0,133.333,,,,,Other Milds,66.8331,CM,7.369722,12.354722,44743.079999999994,6000.0,66836.40000000001,0.668331
Cameroon,1998,1113.94,745.718,100.0,133.333,,,,,Robustas,36.4619,CM,7.369722,12.354722,44743.079999999994,6000.0,66836.40000000001,0.364619
Central African Republic,1998,214.582,102.32,19.0,3.502,,,,,Robustas,37.8613,CF,6.611111,20.939444,6139.2,1140.0,12874.92,0.378613
Colombia,1998,10867.962,11259.9289995,1312.0,3611.323,,,,,Colombian Milds,102.0805,CO,4.570868,-74.297333,675595.73997,78720.0,652077.72,1.020805
Costa Rica,1998,2445.12,2044.5580013,375.0,163.0,,,,,Other Milds,92.6592,CR,9.748917,-83.753428,122673.480078,22500.0,146707.19999999998,0.926592
Côte d'Ivoire,1998,1991.547,4365.288002,50.0,437.5,,,,,Robustas,40.1367,CI,7.539989,-5.54708,261917.28012,3000.0,119492.82,0.401367
Democratic Republic of Congo,1998,738.083,640.369,200.0,97.847,,,,,Other Milds,63.1381,,,,38422.14,12000.0,44284.979999999996,0.631381
Democratic Republic of Congo,1998,738.083,640.369,200.0,97.847,,,,,Robustas,44.276,,,,38422.14,12000.0,44284.979999999996,0.44276000000000004
El Salvador,1998,2054.628,1684.2470005,191.667,227.232,,,,,Other Milds,85.0455,SV,13.794185,-88.89653,101054.82003,11500.02,123277.68000000001,0.8504550000000001
Ethiopia,1998,2927.725,1917.061,1816.0,3178.0,,,,,Brazilan Naturals,91.8639,ET,9.145,40.489673,115023.65999999999,108960.0,175663.5,0.918639
Gabon,1998,3.765,1.765,0.8,1.086,,,,,Robustas,50.2608,GA,-0.803689,11.609444,105.89999999999999,48.0,225.9,0.502608
Ghana,1998,54.436,17.787,1.0,44.0,,,,,Robustas,,GH,7.946527000000001,-1.0231940000000002,1067.22,60.0,3266.16,
Guatemala,1998,4892.964,3541.8530004,300.0,161.0,,,,,Other Milds,102.4469,GT,15.783471,-90.230759,212511.180024,18000.0,293577.83999999997,1.024469
Guinea,1998,421.266,228.18,50.0,6.0,,,,,Robustas,,GN,9.945587,-9.696645,13690.800000000001,3000.0,25275.960000000003,
Honduras,1998,2195.145,2329.274,138.0,138.209,,,,,Other Milds,93.2578,HN,15.199998999999998,-86.241905,139756.44,8280.0,131708.7,0.932578
India,1998,4416.768,3486.8300027,900.0,605.0,,,,,Other Milds,99.4736,IN,20.593684,78.96288,209209.800162,54000.0,265006.08,0.9947360000000001
India,1998,4416.768,3486.8300027,900.0,605.0,,,,,Robustas,75.6198,IN,20.593684,78.96288,209209.800162,54000.0,265006.08,0.7561979999999999
Jamaica,1998,29.083,16.9810004,14.8,30.132,,,,,Other Milds,215.4499,JM,18.109581,-77.297508,1018.860024,888.0,1744.98,2.154499
